id,justificacion,caracteristica
1664,"Se clasifica como Efectividad porque ""Notificacion de recordatorio de cita llega con la fecha incorrecta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1679,"Se clasifica como Libertad de Riesgo porque ""Receta electronica se genera con la dosis incorrecta tras guardar"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1732,"Se clasifica como Libertad de Riesgo porque ""Historial de alergias no carga al abrir la ficha del paciente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1919,"Se clasifica como Efectividad porque ""Las imagenes de rayos X no cargan en el visor DICOM"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2799,"Se clasifica como Efectividad porque ""El pago del bono de consulta no se refleja tras completarlo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3359,"Se clasifica como Efectividad porque ""Doble reserva de un mismo cupo por dos pacientes distintos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1131,"Se clasifica como Efectividad porque ""Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1472,"Se clasifica como Efectividad porque ""La sesion se cierra automaticamente antes de terminar la consulta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1577,"Se clasifica como Efectividad porque ""Consulta anterior no se muestra en el resumen de antecedentes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3090,"Se clasifica como Efectividad porque ""Error al reagendar una cita previamente confirmada"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3094,"Se clasifica como Cobertura de Contexto porque ""El boton de teleconsulta no redirige correctamente a la videollamada"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3872,"Se clasifica como Eficiencia porque ""Nota de evolucion tarda 25s en guardarse"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
3972,"Se clasifica como Efectividad porque ""El modulo de facturacion se cae durante el cierre de caja"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1374,"Se clasifica como Efectividad porque ""Cita agendada no aparece reflejada en el calendario del especialista"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1480,"Se clasifica como Efectividad porque ""Consulta anterior no se muestra en el resumen de antecedentes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1496,"Se clasifica como Cobertura de Contexto porque ""Videollamada se corta a los 3 minutos"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
1868,"Se clasifica como Efectividad porque ""Firma electronica del medico no se valida al cerrar la consulta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2575,"Se clasifica como Efectividad porque ""Firma electronica del medico no se valida al cerrar la consulta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3098,"Se clasifica como Efectividad porque ""Error al reagendar una cita previamente confirmada"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3265,"Se clasifica como Libertad de Riesgo porque ""Factura duplicada al reintentar pago"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3400,"Se clasifica como Efectividad porque ""Grabacion de la consulta no se almacena correctamente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3567,"Se clasifica como Efectividad porque ""Factura generada con el nombre del paciente incorrecto"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3786,"Se clasifica como Eficiencia porque ""El sistema se congela al adjuntar resultados de laboratorio a la HCE"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
1216,"Se clasifica como Efectividad porque ""El campo de diagnostico CIE-10 no permite busqueda por texto"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1229,"Se clasifica como Efectividad porque ""El portal muestra disponibilidad para un horario ya ocupado"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1510,"Se clasifica como Efectividad porque ""El sistema no permite anular una factura emitida por error"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1807,"Se clasifica como Efectividad porque ""El campo de diagnostico CIE-10 no permite busqueda por texto"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2777,"Se clasifica como Efectividad porque ""Grabacion de la consulta no se almacena correctamente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2994,"Se clasifica como Efectividad porque ""Doble reserva de un mismo cupo por dos pacientes distintos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3009,"Se clasifica como Libertad de Riesgo porque ""Nota de credito no se aplica al saldo pendiente del paciente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3924,"Se clasifica como Eficiencia porque ""El sistema se congela al adjuntar resultados de laboratorio a la HCE"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
3971,"Se clasifica como Cobertura de Contexto porque ""Tiempo de carga de estudios de imagen supera los 16s"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
1770,"Se clasifica como Efectividad porque ""La sesion se cierra automaticamente antes de terminar la consulta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2055,"Se clasifica como Eficiencia porque ""Notificacion de inicio de teleconsulta llega con retraso de 34s"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2189,"Se clasifica como Efectividad porque ""Orden medica no se sincroniza con el modulo de farmacia"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2645,"Se clasifica como Eficiencia porque ""Nota de evolucion tarda 27s en guardarse"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2998,"Se clasifica como Libertad de Riesgo porque ""Alerta de interaccion medicamentosa no se despliega correctamente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3582,"Se clasifica como Efectividad porque ""Las imagenes de rayos X no cargan en el visor DICOM"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3590,"Se clasifica como Cobertura de Contexto porque ""Version desactualizada del app impide iniciar sesion"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3614,"Se clasifica como Eficiencia porque ""Tiempo de carga de la ficha clinica supera los 33s en horas pico"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
3719,"Se clasifica como Efectividad porque ""Las imagenes de rayos X no cargan en el visor DICOM"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1025,"Se clasifica como Efectividad porque ""El informe radiologico no se adjunta automaticamente a la HCE"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1204,"Se clasifica como Eficiencia porque ""Nota de evolucion tarda 34s en guardarse"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2056,"Se clasifica como Efectividad porque ""Receta electronica llega incompleta desde el modulo de HCE"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2796,"Se clasifica como Efectividad porque ""La aplicacion se cierra inesperadamente al abrir resultados de laboratorio"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2830,"Se clasifica como Efectividad porque ""Orden de laboratorio duplicada tras reintentar el envio"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2852,"Se clasifica como Efectividad porque ""Las imagenes de rayos X no cargan en el visor DICOM"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3281,"Se clasifica como Efectividad porque ""Discrepancia entre el reporte financiero y el modulo de facturacion"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3353,"Se clasifica como Satisfaccion porque ""Calidad de video muy baja pese a tener buena conexion a internet"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
3425,"Se clasifica como Cobertura de Contexto porque ""Consumo elevado de datos moviles al abrir el modulo de citas"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3634,"Se clasifica como Efectividad porque ""Receta electronica llega incompleta desde el modulo de HCE"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3918,"Se clasifica como Eficiencia porque ""Tiempo de respuesta del modulo de farmacia supera los 24s"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
1170,"Se clasifica como Libertad de Riesgo porque ""Receta electronica se genera con la dosis incorrecta tras guardar"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1261,"Se clasifica como Efectividad porque ""La app no permite actualizar el numero de contacto del paciente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2315,"Se clasifica como Eficiencia porque ""Retraso de 22s al procesar el pago con tarjeta de credito"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2450,"Se clasifica como Eficiencia porque ""Tiempo de carga de la ficha clinica supera los 21s en horas pico"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2487,"Se clasifica como Libertad de Riesgo porque ""Factura duplicada al reintentar pago"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
2860,"Se clasifica como Efectividad porque ""El informe radiologico no se adjunta automaticamente a la HCE"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3088,"Se clasifica como Efectividad porque ""Error al registrar la dispensacion de un medicamento controlado"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3141,"Se clasifica como Efectividad porque ""Error al reagendar una cita previamente confirmada"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3539,"Se clasifica como Libertad de Riesgo porque ""Historial de alergias no carga al abrir la ficha del paciente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3759,"Se clasifica como Satisfaccion porque ""Calidad de video muy baja pese a tener buena conexion a internet"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
3890,"Se clasifica como Efectividad porque ""Resultados de examenes no se visualizan en formato PDF"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1149,"Se clasifica como Libertad de Riesgo porque ""Reintento de transaccion genera doble cobro en la tarjeta"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1419,"Se clasifica como Libertad de Riesgo porque ""Historial de alergias no carga al abrir la ficha del paciente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1776,"Se clasifica como Cobertura de Contexto porque ""Version desactualizada del app impide iniciar sesion"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
1874,"Se clasifica como Cobertura de Contexto porque ""El sistema no permite adjuntar imagenes de heridas desde la tablet"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
2534,"Se clasifica como Eficiencia porque ""Tiempo de espera en el portal supera los 10s en horas pico"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2702,"Se clasifica como Cobertura de Contexto porque ""El sistema no permite adjuntar imagenes de heridas desde la tablet"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3014,"Se clasifica como Efectividad porque ""Duplicado de historia clinica al registrar un paciente ya existente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3849,"Se clasifica como Cobertura de Contexto porque ""Discrepancia entre el monto facturado y el detalle de servicios"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
1181,"Se clasifica como Efectividad porque ""El medico no puede compartir pantalla con resultados de examenes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1240,"Se clasifica como Efectividad porque ""El sistema no reconoce el convenio con la aseguradora"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1296,"Se clasifica como Eficiencia porque ""Tiempo de espera en el portal supera los 28s en horas pico"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
1314,"Se clasifica como Efectividad porque ""Usuario no logra agendar tras 4 intentos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1642,"Se clasifica como Efectividad porque ""Perdida de la nota de evolucion tras un cierre inesperado de sesion"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2607,"Se clasifica como Eficiencia porque ""Tiempo de respuesta del modulo de farmacia supera los 35s"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
3358,"Se clasifica como Satisfaccion porque ""Notificaciones push no llegan pese a estar activadas"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
1239,"Se clasifica como Libertad de Riesgo porque ""Receta electronica se genera con la dosis incorrecta tras guardar"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1633,"Se clasifica como Efectividad porque ""Orden de laboratorio duplicada tras reintentar el envio"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1889,"Se clasifica como Efectividad porque ""Orden de laboratorio duplicada tras reintentar el envio"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1957,"Se clasifica como Cobertura de Contexto porque ""El inicio de sesion con biometria falla de forma intermitente"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
2064,"Se clasifica como Efectividad porque ""Consulta anterior no se muestra en el resumen de antecedentes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2588,"Se clasifica como Cobertura de Contexto porque ""Consumo elevado de datos moviles al abrir el modulo de citas"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
2591,"Se clasifica como Eficiencia porque ""Tiempo de espera en el portal supera los 21s en horas pico"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
3220,"Se clasifica como Efectividad porque ""El informe radiologico no se adjunta automaticamente a la HCE"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3905,"Se clasifica como Efectividad porque ""El chat de la consulta no permite enviar imagenes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1052,"Se clasifica como Libertad de Riesgo porque ""Alerta de interaccion medicamentosa no se despliega correctamente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1219,"Se clasifica como Efectividad porque ""El sistema no reconoce el convenio con la aseguradora"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1270,"Se clasifica como Efectividad porque ""La sesion se cierra automaticamente antes de terminar la consulta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1896,"Se clasifica como Efectividad porque ""Grabacion de la consulta no se almacena correctamente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2822,"Se clasifica como Efectividad porque ""Factura electronica no llega al correo registrado del paciente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3312,"Se clasifica como Eficiencia porque ""Notificacion de inicio de teleconsulta llega con retraso de 14s"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
3475,"Se clasifica como Efectividad porque ""Error de calculo en el copago del seguro medico"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3829,"Se clasifica como Efectividad porque ""Exportacion a Excel del reporte gerencial falla de forma intermitente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1205,"Se clasifica como Libertad de Riesgo porque ""Datos de otro paciente visibles brevemente al abrir un expediente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1215,"Se clasifica como Efectividad porque ""Cancelacion de cita no libera el cupo en el calendario"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1485,"Se clasifica como Efectividad porque ""Cancelacion de cita no libera el cupo en el calendario"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1563,"Se clasifica como Efectividad porque ""El sistema no descuenta automaticamente el medicamento dispensado"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1816,"Se clasifica como Efectividad porque ""El modulo de facturacion se cae durante el cierre de caja"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1831,"Se clasifica como Satisfaccion porque ""Calidad de video muy baja pese a tener buena conexion a internet"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
1914,"Se clasifica como Cobertura de Contexto porque ""El inicio de sesion con biometria falla de forma intermitente"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
1994,"Se clasifica como Efectividad porque ""Usuario no logra agendar tras 4 intentos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2300,"Se clasifica como Efectividad porque ""Resultados de examenes no se visualizan en formato PDF"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2538,"Se clasifica como Eficiencia porque ""Notificacion de inicio de teleconsulta llega con retraso de 16s"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2632,"Se clasifica como Efectividad porque ""Factura electronica no llega al correo registrado del paciente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2737,"Se clasifica como Libertad de Riesgo porque ""Reintento de transaccion genera doble cobro en la tarjeta"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
2838,"Se clasifica como Libertad de Riesgo porque ""Alerta de interaccion medicamentosa no se despliega correctamente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3557,"Se clasifica como Efectividad porque ""Grabacion de la consulta no se almacena correctamente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3684,"Se clasifica como Efectividad porque ""El dashboard de indicadores no refleja los datos del ultimo cierre"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3751,"Se clasifica como Efectividad porque ""Orden medica no se sincroniza con el modulo de farmacia"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1525,"Se clasifica como Efectividad porque ""Error al reagendar una cita previamente confirmada"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1561,"Se clasifica como Efectividad porque ""El sistema no permite anular una factura emitida por error"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1862,"Se clasifica como Efectividad porque ""Filtro de especialidad medica no devuelve resultados"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2098,"Se clasifica como Efectividad porque ""Consulta anterior no se muestra en el resumen de antecedentes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2618,"Se clasifica como Satisfaccion porque ""Notificaciones push no llegan pese a estar activadas"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
3213,"Se clasifica como Efectividad porque ""Cancelacion de cita no libera el cupo en el calendario"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1084,"Se clasifica como Efectividad porque ""Resultados de examenes no se visualizan en formato PDF"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2600,"Se clasifica como Efectividad porque ""Reembolso aprobado no se refleja en el estado de cuenta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2999,"Se clasifica como Efectividad porque ""Las imagenes de rayos X no cargan en el visor DICOM"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3415,"Se clasifica como Efectividad porque ""Orden medica no se sincroniza con el modulo de farmacia"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1086,"Se clasifica como Efectividad porque ""Alerta de vencimiento de lote no se muestra en el modulo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1382,"Se clasifica como Efectividad porque ""Doble reserva de un mismo cupo por dos pacientes distintos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2564,"Se clasifica como Efectividad porque ""El sistema no permite adjuntar el reporte en PDF del laboratorio externo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2572,"Se clasifica como Efectividad porque ""Codigo de barras de la muestra no es reconocido por el lector"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3000,"Se clasifica como Efectividad porque ""Consulta anterior no se muestra en el resumen de antecedentes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3848,"Se clasifica como Efectividad porque ""Codigo de barras de la muestra no es reconocido por el lector"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1126,"Se clasifica como Libertad de Riesgo porque ""El sistema bloquea la dispensacion sin mostrar el motivo"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
2141,"Se clasifica como Eficiencia porque ""Tiempo de espera en el portal supera los 23s en horas pico"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2254,"Se clasifica como Eficiencia porque ""Nota de evolucion tarda 11s en guardarse"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2409,"Se clasifica como Efectividad porque ""Filtro de especialidad medica no devuelve resultados"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3150,"Se clasifica como Libertad de Riesgo porque ""Nota de credito no se aplica al saldo pendiente del paciente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3255,"Se clasifica como Efectividad porque ""El portal muestra disponibilidad para un horario ya ocupado"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3654,"Se clasifica como Efectividad porque ""Perdida de calidad en las imagenes al ser visualizadas desde la app"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3745,"Se clasifica como Libertad de Riesgo porque ""Nota de credito no se aplica al saldo pendiente del paciente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1193,"Se clasifica como Efectividad porque ""Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1825,"Se clasifica como Efectividad porque ""Receta electronica no se genera al finalizar la teleconsulta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2861,"Se clasifica como Efectividad porque ""Duplicado de historia clinica al registrar un paciente ya existente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3270,"Se clasifica como Efectividad porque ""Doble reserva de un mismo cupo por dos pacientes distintos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3405,"Se clasifica como Efectividad porque ""Usuario no logra agendar tras 3 intentos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3896,"Se clasifica como Eficiencia porque ""Tiempo de respuesta del modulo de farmacia supera los 25s"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
1638,"Se clasifica como Efectividad porque ""Resultados de examenes no se visualizan en formato PDF"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2214,"Se clasifica como Efectividad porque ""Error de calculo en el copago del seguro medico"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2546,"Se clasifica como Eficiencia porque ""Tiempo de espera en el portal supera los 35s en horas pico"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2665,"Se clasifica como Efectividad porque ""Paciente no puede unirse a la sala virtual a la hora agendada"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2836,"Se clasifica como Cobertura de Contexto porque ""Consumo elevado de datos moviles al abrir el modulo de citas"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3877,"Se clasifica como Efectividad porque ""Usuario no logra agendar tras 4 intentos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1019,"Se clasifica como Efectividad porque ""Orden de laboratorio duplicada tras reintentar el envio"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1067,"Se clasifica como Efectividad porque ""Orden medica no se sincroniza con el modulo de farmacia"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1680,"Se clasifica como Eficiencia porque ""El sistema se congela al adjuntar resultados de laboratorio a la HCE"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
1979,"Se clasifica como Efectividad porque ""Sesion expira antes de finalizar el proceso de agendamiento"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2036,"Se clasifica como Satisfaccion porque ""Notificaciones push no llegan pese a estar activadas"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
2065,"Se clasifica como Efectividad porque ""Codigo de barras de la muestra no es reconocido por el lector"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2134,"Se clasifica como Efectividad porque ""El modulo de facturacion se cae durante el cierre de caja"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2948,"Se clasifica como Satisfaccion porque ""Notificaciones push no llegan pese a estar activadas"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
3387,"Se clasifica como Cobertura de Contexto porque ""El sistema no permite adjuntar imagenes de heridas desde la tablet"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3414,"Se clasifica como Efectividad porque ""Reembolso aprobado no se refleja en el estado de cuenta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3799,"Se clasifica como Libertad de Riesgo porque ""Alerta de interaccion medicamentosa no se despliega correctamente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1035,"Se clasifica como Cobertura de Contexto porque ""Consumo elevado de datos moviles al abrir el modulo de citas"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
1515,"Se clasifica como Efectividad porque ""El sistema no reconoce el convenio con la aseguradora"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1595,"Se clasifica como Efectividad porque ""Receta electronica no se genera al finalizar la teleconsulta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2085,"Se clasifica como Eficiencia porque ""Notificacion de inicio de teleconsulta llega con retraso de 28s"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2221,"Se clasifica como Efectividad porque ""La app no permite actualizar el numero de contacto del paciente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2223,"Se clasifica como Cobertura de Contexto porque ""El sistema no permite adjuntar imagenes de heridas desde la tablet"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
2795,"Se clasifica como Libertad de Riesgo porque ""Historial de alergias no carga al abrir la ficha del paciente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3047,"Se clasifica como Efectividad porque ""Error de calculo en el copago del seguro medico"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3452,"Se clasifica como Efectividad porque ""Sesion expira antes de finalizar el proceso de agendamiento"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3670,"Se clasifica como Libertad de Riesgo porque ""Datos de otro paciente visibles brevemente al abrir un expediente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3837,"Se clasifica como Efectividad porque ""Consulta anterior no se muestra en el resumen de antecedentes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3863,"Se clasifica como Efectividad porque ""Duplicado de historia clinica al registrar un paciente ya existente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1265,"Se clasifica como Eficiencia porque ""Notificacion de inicio de teleconsulta llega con retraso de 12s"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
1392,"Se clasifica como Efectividad porque ""Receta electronica llega incompleta desde el modulo de HCE"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1562,"Se clasifica como Libertad de Riesgo porque ""El sistema bloquea la dispensacion sin mostrar el motivo"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
2350,"Se clasifica como Efectividad porque ""Doble reserva de un mismo cupo por dos pacientes distintos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
